country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,daily_vaccinations_avg,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Cameroon,2021-04-14,400,400,0,0,549,0.0,0.0,0.0
Cameroon,2021-04-15,400,400,0,0,568,0.0,0.0,0.0
Cameroon,2021-04-16,400,400,0,0,579,0.0,0.0,0.0
Cameroon,2021-04-17,400,400,0,0,586,0.0,0.0,0.0
Cameroon,2021-04-18,400,400,0,0,592,0.0,0.0,0.0
Cameroon,2021-04-19,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-20,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-21,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-22,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-23,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-24,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-25,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-26,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-27,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-28,400,400,0,0,624,0.0,0.0,0.0
Cameroon,2021-04-29,11000,11000,0,0,624,0.04,0.04,0.0
Cameroon,2021-04-30,11000,11000,0,0,901,0.04,0.04,0.0
Cameroon,2021-05-01,11000,11000,0,0,1179,0.04,0.04,0.0
Cameroon,2021-05-02,11000,11000,0,0,1457,0.04,0.04,0.0
Cameroon,2021-05-03,11000,11000,0,0,1735,0.04,0.04,0.0
Cameroon,2021-05-04,11000,11000,0,0,2013,0.04,0.04,0.0
Cameroon,2021-05-05,11000,11000,0,0,2291,0.04,0.04,0.0
Cameroon,2021-05-06,11000,11000,0,0,2569,0.04,0.04,0.0
Cameroon,2021-05-07,11000,11000,0,0,2569,0.04,0.04,0.0
Cameroon,2021-05-08,11000,11000,0,0,2569,0.04,0.04,0.0
Cameroon,2021-05-09,11000,11000,0,0,2569,0.04,0.04,0.0
Cameroon,2021-05-10,11000,11000,0,0,2569,0.04,0.04,0.0
Cameroon,2021-05-11,11000,11000,0,0,2569,0.04,0.04,0.0
Cameroon,2021-05-12,44391,43488,903,0,2569,0.17,0.16,0.010000000000000009
Canada,2020-12-14,5,5,0,0,0,0.0,0.0,0.0
Canada,2020-12-15,723,723,0,718,718,0.0,0.0,0.0
Canada,2020-12-16,3023,3023,0,2300,1509,0.01,0.01,0.0
Canada,2020-12-17,7202,7202,0,4179,2399,0.02,0.02,0.0
Canada,2020-12-18,11174,11174,0,3972,2792,0.03,0.03,0.0
Canada,2020-12-19,11894,11894,0,720,2378,0.03,0.03,0.0
Canada,2020-12-20,12738,12738,0,844,2122,0.03,0.03,0.0
Canada,2020-12-21,20866,20866,0,8128,2980,0.06,0.06,0.0
Canada,2020-12-22,26603,26603,0,5737,3697,0.07,0.07,0.0
Canada,2020-12-23,35089,35089,0,8486,4581,0.09,0.09,0.0
Canada,2020-12-24,45398,45398,0,10309,5457,0.12,0.12,0.0
Canada,2020-12-25,45398,45398,0,0,4889,0.12,0.12,0.0
Canada,2020-12-26,48417,48417,0,3019,5218,0.13,0.13,0.0
Canada,2020-12-27,52280,52280,0,3863,5649,0.14,0.14,0.0
Canada,2020-12-28,59449,59449,0,7169,5512,0.16,0.16,0.0
Canada,2020-12-29,70463,70463,0,11014,6266,0.19,0.19,0.0
Canada,2020-12-30,84142,84142,0,13679,7008,0.22,0.22,0.0
Canada,2020-12-31,97582,97582,0,13440,7455,0.26,0.26,0.0
Canada,2021-01-01,103790,103790,0,6208,8342,0.27,0.27,0.0
Canada,2021-01-02,108732,108732,0,4942,8616,0.29,0.29,0.0
Canada,2021-01-03,114034,114034,0,5302,8822,0.3,0.3,0.0
Canada,2021-01-04,137735,137735,0,23701,11184,0.36,0.36,0.0
Canada,2021-01-05,155197,155197,0,17462,12105,0.41,0.41,0.0
Canada,2021-01-06,183360,182930,430,28163,14174,0.49,0.48,0.010000000000000009
Canada,2021-01-07,219446,218359,1087,36086,17409,0.58,0.58,0.0
Canada,2021-01-08,260654,258627,2027,41208,22409,0.69,0.69,0.0
Canada,2021-01-09,296241,293301,2940,35587,26787,0.78,0.78,0.0
Canada,2021-01-10,319603,316661,2942,23362,29367,0.85,0.84,0.010000000000000009
Canada,2021-01-11,359049,356107,2942,39446,31616,0.95,0.94,0.010000000000000009
Canada,2021-01-12,388493,385470,3023,29444,33328,1.03,1.02,0.010000000000000009
Canada,2021-01-13,419209,407278,11931,30716,33693,1.11,1.08,0.030000000000000027
Canada,2021-01-14,459492,445000,14492,40283,34292,1.22,1.18,0.040000000000000036
Canada,2021-01-15,507687,489693,17994,48195,35290,1.35,1.3,0.050000000000000044
Canada,2021-01-16,543291,524177,19114,35604,35293,1.44,1.39,0.050000000000000044
Canada,2021-01-17,570742,550438,20304,27451,35877,1.51,1.46,0.050000000000000044
Canada,2021-01-18,614666,593632,21034,43924,36517,1.63,1.57,0.05999999999999983
Canada,2021-01-19,653653,629268,24385,38987,37880,1.73,1.67,0.06000000000000005
Canada,2021-01-20,696242,659194,37048,42589,39576,1.84,1.75,0.09000000000000008
Canada,2021-01-21,738864,695612,43252,42622,39910,1.96,1.84,0.11999999999999988
Canada,2021-01-22,776606,727115,49491,37742,38417,2.06,1.93,0.13000000000000012
Canada,2021-01-23,801238,747434,53804,24632,36850,2.12,1.98,0.14000000000000012
Canada,2021-01-24,816451,760010,56441,15213,35101,2.16,2.01,0.15000000000000036
Canada,2021-01-25,839949,775296,64653,23498,32183,2.23,2.05,0.18000000000000016
Canada,2021-01-26,868454,795643,72811,28505,30686,2.3,2.11,0.18999999999999995
Canada,2021-01-27,891324,809128,82196,22870,27869,2.36,2.14,0.21999999999999975
Canada,2021-01-28,916027,824083,91944,24703,25309,2.43,2.18,0.25
Canada,2021-01-29,937199,836024,101175,21172,22942,2.48,2.22,0.2599999999999998
Canada,2021-01-30,952212,842711,109501,15013,21568,2.52,2.23,0.29000000000000004
Canada,2021-01-31,957229,845339,111890,5017,20111,2.54,2.24,0.2999999999999998
Canada,2021-02-01,975492,859175,116317,18263,19363,2.58,2.28,0.30000000000000027
Canada,2021-02-02,988202,867115,121087,12710,17107,2.62,2.3,0.3200000000000003
Canada,2021-02-03,1001468,871335,130133,13266,15735,2.65,2.31,0.33999999999999986
Canada,2021-02-04,1020066,877629,142437,18598,14863,2.7,2.33,0.3700000000000001
Canada,2021-02-05,1042901,887398,155503,22835,15100,2.76,2.35,0.4099999999999997
Canada,2021-02-06,1064370,895383,168987,21469,16023,2.82,2.37,0.44999999999999973
Canada,2021-02-07,1077297,900713,176584,12927,17153,2.85,2.39,0.45999999999999996
Canada,2021-02-08,1098746,911312,187434,21449,17608,2.91,2.41,0.5
Canada,2021-02-09,1124517,920458,204059,25771,19474,2.98,2.44,0.54
Canada,2021-02-10,1154277,930286,223991,29760,21830,3.06,2.46,0.6000000000000001
Canada,2021-02-11,1186689,942589,244100,32412,23803,3.14,2.5,0.6400000000000001
Canada,2021-02-12,1221839,955013,266826,35150,25563,3.24,2.53,0.7100000000000004
Canada,2021-02-13,1255076,967606,287470,33237,27244,3.33,2.56,0.77
Canada,2021-02-14,1272900,971168,301732,17824,27943,3.37,2.57,0.8000000000000003
Canada,2021-02-15,1282761,972779,309982,9861,26288,3.4,2.58,0.8199999999999998
Canada,2021-02-16,1308918,981148,327770,26157,26343,3.47,2.6,0.8700000000000001
Canada,2021-02-17,1329398,985975,343423,20480,25017,3.52,2.61,0.9100000000000001
Canada,2021-02-18,1356423,993291,363132,27025,24248,3.59,2.63,0.96
Canada,2021-02-19,1404273,1016579,387694,47850,26062,3.72,2.69,1.0300000000000002
Canada,2021-02-20,1453980,1049514,404466,49707,28415,3.85,2.78,1.0700000000000003
Canada,2021-02-21,1496377,1078899,417478,42397,31925,3.96,2.86,1.1
Canada,2021-02-22,1558110,1108564,449546,61733,39336,4.13,2.94,1.19
Canada,2021-02-23,1606472,1138700,467772,48362,42508,4.26,3.02,1.2399999999999998
Canada,2021-02-24,1652562,1170515,482047,46090,46166,4.38,3.1,1.2799999999999998
Canada,2021-02-25,1711455,1212595,498860,58893,50719,4.53,3.21,1.3200000000000003
Canada,2021-02-26,1778706,1266731,511975,67251,53490,4.71,3.36,1.35
Canada,2021-02-27,1840435,1320653,519782,61729,55208,4.88,3.5,1.38
Canada,2021-02-28,1887059,1362034,525025,46624,55812,5.0,3.61,1.3900000000000001
Canada,2021-03-01,1946200,1407961,538239,59141,55441,5.16,3.73,1.4300000000000002
Canada,2021-03-02,2018238,1470034,548204,72038,58824,5.35,3.89,1.4599999999999995
Canada,2021-03-03,2091700,1537273,554427,73462,62734,5.54,4.07,1.4699999999999998
Canada,2021-03-04,2169417,1610535,558882,77717,65423,5.75,4.27,1.4800000000000004
Canada,2021-03-05,2255174,1693203,561971,85757,68067,5.98,4.49,1.4900000000000002
Canada,2021-03-06,2329622,1765405,564217,74448,69884,6.17,4.68,1.4900000000000002
Canada,2021-03-07,2387189,1821470,565719,57567,71447,6.32,4.83,1.4900000000000002
Canada,2021-03-08,2473868,1898266,575602,86679,75381,6.55,5.03,1.5199999999999996
Canada,2021-03-09,2543253,1964221,579032,69385,75002,6.74,5.2,1.54
Canada,2021-03-10,2621289,2037806,583483,78036,75656,6.95,5.4,1.5499999999999998
Canada,2021-03-11,2719317,2131666,587651,98028,78557,7.2,5.65,1.5499999999999998
Canada,2021-03-12,2830164,2239490,590674,110847,82141,7.5,5.93,1.5700000000000003
Canada,2021-03-13,2934007,2340676,593331,103843,86341,7.77,6.2,1.5699999999999994
Canada,2021-03-14,3026665,2431332,595333,92658,91354,8.02,6.44,1.5799999999999992
Canada,2021-03-15,3151305,2550387,600918,124640,96777,8.35,6.76,1.5899999999999999
Canada,2021-03-16,3271309,2666388,604921,120004,104008,8.67,7.06,1.6100000000000003
Canada,2021-03-17,3409996,2799925,610071,138687,112672,9.03,7.42,1.6099999999999994
Canada,2021-03-18,3566328,2950647,615681,156332,121002,9.45,7.82,1.629999999999999
Canada,2021-03-19,3729312,3107711,621601,162984,128450,9.88,8.23,1.6500000000000004
Canada,2021-03-20,3862685,3236471,626214,133373,132668,10.23,8.58,1.6500000000000004
Canada,2021-03-21,3954285,3324329,629956,91600,132517,10.48,8.81,1.67
Canada,2021-03-22,4100558,3467046,633512,146273,135608,10.86,9.19,1.67
Canada,2021-03-23,4223272,3585845,637427,122714,135995,11.19,9.5,1.6899999999999995
Canada,2021-03-24,4393876,3751505,642371,170604,140554,11.64,9.94,1.700000000000001
Canada,2021-03-25,4583950,3934959,648991,190074,145375,12.15,10.43,1.7200000000000006
Canada,2021-03-26,4800931,4143640,657291,216981,153088,12.72,10.98,1.7400000000000002
Canada,2021-03-27,4967497,4304842,662655,166566,157830,13.16,11.41,1.75
Canada,2021-03-28,5113935,4447302,666633,146438,165664,13.55,11.78,1.7700000000000014
Canada,2021-03-29,5301234,4629020,672214,187299,171525,14.05,12.26,1.790000000000001
Canada,2021-03-30,5470884,4791415,679469,169650,178230,14.5,12.7,1.8000000000000007
Canada,2021-03-31,5690380,5004406,685974,219496,185215,15.08,13.26,1.8200000000000003
Canada,2021-04-01,5896845,5200717,696128,206465,187556,15.62,13.78,1.8399999999999999
Canada,2021-04-02,6057090,5356913,700177,160245,179451,16.05,14.19,1.8600000000000012
Canada,2021-04-03,6258003,5553604,704399,200913,184358,16.58,14.71,1.8699999999999974
Canada,2021-04-04,6372110,5667707,704403,114107,179739,16.88,15.02,1.8599999999999994
Canada,2021-04-05,6555389,5836927,718462,183279,179165,17.37,15.47,1.9000000000000004
Canada,2021-04-06,6758617,6027659,730958,203228,183962,17.91,15.97,1.9399999999999995
Canada,2021-04-07,6990144,6243477,746667,231527,185681,18.52,16.54,1.9800000000000004
Canada,2021-04-08,7252560,6488833,763727,262416,193674,19.22,17.19,2.0299999999999976
Canada,2021-04-09,7569321,6788921,780400,316761,216033,20.06,17.99,2.0700000000000003
Canada,2021-04-10,7814748,7020562,794186,245427,222392,20.71,18.6,2.1099999999999994
Canada,2021-04-11,7996122,7198857,797265,181374,232002,21.19,19.07,2.120000000000001
Canada,2021-04-12,8330898,7515239,815659,334776,253644,22.07,19.91,2.16
Canada,2021-04-13,8601331,7772264,829067,270433,263245,22.79,20.59,2.1999999999999993
Canada,2021-04-14,8898865,8058263,840602,297534,272674,23.58,21.35,2.229999999999997
Canada,2021-04-15,9205307,8350721,854586,306442,278964,24.39,22.13,2.2600000000000016
Canada,2021-04-16,9525732,8641720,884012,320425,279487,25.24,22.9,2.34
Canada,2021-04-17,9779909,8871849,908060,254177,280737,25.91,23.51,2.3999999999999986
Canada,2021-04-18,9980626,9067412,913214,200717,283501,26.44,24.02,2.4200000000000017
Canada,2021-04-19,10243418,9309934,933484,262792,273217,27.14,24.67,2.469999999999999
Canada,2021-04-20,10481418,9536454,944964,238000,268584,27.77,25.27,2.5
Canada,2021-04-21,10798150,9840205,957945,316732,271326,28.61,26.07,2.539999999999999
Canada,2021-04-22,11158636,10184121,974515,360486,279047,29.57,26.98,2.59
Canada,2021-04-23,11526938,10533458,993480,368302,285887,30.54,27.91,2.629999999999999
Canada,2021-04-24,11813201,10804552,1008649,286263,290470,31.3,28.63,2.6700000000000017
Canada,2021-04-25,12045041,11026753,1018288,231840,294916,31.91,29.22,2.6900000000000013
Canada,2021-04-26,12307785,11280635,1027150,262744,294910,32.61,29.89,2.719999999999999
Canada,2021-04-27,12564325,11518249,1046076,256540,297558,33.29,30.52,2.7699999999999996
Canada,2021-04-28,12826266,11764830,1061436,261941,289731,33.98,31.17,2.809999999999995
Canada,2021-04-29,13131871,12049818,1082053,305605,281891,34.79,31.93,2.8599999999999994
Canada,2021-04-30,13420198,12330084,1090114,288327,270466,35.56,32.67,2.8900000000000006
Canada,2021-05-01,13652375,12534545,1117830,232177,262739,36.17,33.21,2.960000000000001
Canada,2021-05-02,13825476,12696698,1128778,173101,254348,36.63,33.64,2.990000000000002
Canada,2021-05-03,14051490,12914613,1136877,226014,249101,37.23,34.22,3.009999999999998
Canada,2021-05-04,14284234,13128106,1156128,232744,245701,37.85,34.78,3.0700000000000003
Canada,2021-05-05,14568067,13394105,1173962,283833,248829,38.6,35.49,3.1099999999999994
Canada,2021-05-06,14924694,13728528,1196166,356627,256118,39.54,36.37,3.1700000000000017
Canada,2021-05-07,15325183,14104164,1221019,400489,272141,40.6,37.37,3.230000000000004
Canada,2021-05-08,15652046,14411049,1240997,326863,285667,41.47,38.18,3.289999999999999
Canada,2021-05-09,15917555,14668624,1248931,265509,298868,42.17,38.87,3.3000000000000043
Canada,2021-05-10,16258155,14991030,1267125,340600,315238,43.08,39.72,3.3599999999999994
Canada,2021-05-11,16557932,15272541,1285391,299777,324814,43.87,40.47,3.3999999999999986
Canada,2021-05-12,16904709,15596419,1308290,346777,333806,44.79,41.32,3.469999999999999
Canada,2021-05-13,17297879,15961692,1336187,393170,339026,45.83,42.29,3.539999999999999
Canada,2021-05-14,17734322,16363943,1370379,436443,344163,46.99,43.36,3.6300000000000026
Canada,2021-05-15,18098814,16703298,1395516,364492,349538,47.95,44.26,3.690000000000005
Canada,2021-05-16,18415880,17004917,1410963,317066,356904,48.79,45.06,3.729999999999997
Canada,2021-05-17,18805903,17381262,1424641,390023,363964,49.83,46.05,3.780000000000001
Cape Verde,2021-03-18,0,0,0,0,0,0.0,0.0,0.0
Cape Verde,2021-03-19,0,0,0,0,364,0.0,0.0,0.0
Cape Verde,2021-03-20,0,0,0,0,364,0.0,0.0,0.0
Cape Verde,2021-03-21,0,0,0,0,364,0.0,0.0,0.0
Cape Verde,2021-03-22,0,0,0,0,364,0.0,0.0,0.0
Cape Verde,2021-03-23,0,0,0,0,364,0.0,0.0,0.0
Cape Verde,2021-03-24,2184,2184,0,0,364,0.39,0.39,0.0
Cape Verde,2021-03-25,2184,2184,0,0,368,0.39,0.39,0.0
Cape Verde,2021-03-26,2184,2184,0,0,372,0.39,0.39,0.0
Cape Verde,2021-03-27,2184,2184,0,0,375,0.39,0.39,0.0
Cape Verde,2021-03-28,2184,2184,0,0,379,0.39,0.39,0.0
Cape Verde,2021-03-29,2184,2184,0,0,383,0.39,0.39,0.0
Cape Verde,2021-03-30,2184,2184,0,0,387,0.39,0.39,0.0
Cape Verde,2021-03-31,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-01,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-02,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-03,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-04,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-05,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-06,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-07,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-08,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-09,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-10,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-11,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-12,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-13,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-14,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-15,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-16,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-17,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-18,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-19,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-20,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-21,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-22,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-23,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-24,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-25,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-26,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-27,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-28,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-29,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-04-30,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-01,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-02,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-03,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-04,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-05,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-06,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-07,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-08,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-09,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-10,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-11,2184,2184,0,0,390,0.39,0.39,0.0
Cape Verde,2021-05-12,21318,18650,2668,0,390,3.83,3.35,0.48
Cayman Islands,2020-12-26,0,0,0,0,0,0.0,0.0,0.0
Cayman Islands,2020-12-27,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2020-12-28,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2020-12-29,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2020-12-30,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2020-12-31,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-01,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-02,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-03,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-04,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-05,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-06,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-07,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-08,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-09,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-10,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-11,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-12,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-13,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-14,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-15,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-16,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-17,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-18,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-19,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-20,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-21,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-22,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-23,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-24,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-25,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-26,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-27,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-28,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-29,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-30,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-01-31,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-02-01,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-02-02,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-02-03,0,0,0,0,275,0.0,0.0,0.0
Cayman Islands,2021-02-04,11008,7811,3197,0,275,16.75,11.89,4.859999999999999
Cayman Islands,2021-02-05,11008,7811,3197,0,310,16.75,11.89,4.859999999999999
Cayman Islands,2021-02-06,11008,7811,3197,0,345,16.75,11.89,4.859999999999999
Cayman Islands,2021-02-07,11008,7811,3197,0,380,16.75,11.89,4.859999999999999
Cayman Islands,2021-02-08,11008,7811,3197,0,415,16.75,11.89,4.859999999999999
Cayman Islands,2021-02-09,13609,8839,4770,0,450,20.71,13.45,7.260000000000002
Cayman Islands,2021-02-10,14086,8912,5174,477,479,21.43,13.56,7.869999999999999
Cayman Islands,2021-02-11,14086,8912,5174,0,544,21.43,13.56,7.869999999999999
Cayman Islands,2021-02-12,15543,9172,6371,0,574,23.65,13.96,9.689999999999998
Cayman Islands,2021-02-13,15543,9172,6371,0,533,23.65,13.96,9.689999999999998
Cayman Islands,2021-02-14,15543,9172,6371,0,492,23.65,13.96,9.689999999999998
Cayman Islands,2021-02-15,15543,9172,6371,0,452,23.65,13.96,9.689999999999998
Cayman Islands,2021-02-16,15543,9172,6371,0,411,23.65,13.96,9.689999999999998
Cayman Islands,2021-02-17,16725,9783,6942,0,377,25.45,14.89,10.559999999999999
Cayman Islands,2021-02-18,16725,9783,6942,0,313,25.45,14.89,10.559999999999999
Cayman Islands,2021-02-19,17285,10277,7008,0,249,26.3,15.64,10.66
Cayman Islands,2021-02-20,18159,10521,7638,874,340,27.63,16.01,11.619999999999997
Cayman Islands,2021-02-21,18159,10521,7638,0,391,27.63,16.01,11.619999999999997
Cayman Islands,2021-02-22,18159,10521,7638,0,442,27.63,16.01,11.619999999999997
Cayman Islands,2021-02-23,19938,12245,7693,0,493,30.34,18.63,11.71
Cayman Islands,2021-02-24,20468,12710,7758,530,535,31.14,19.34,11.8
Cayman Islands,2021-02-25,21106,12710,8396,638,586,32.12,19.34,12.779999999999998
Cayman Islands,2021-02-26,21106,12710,8396,0,615,32.12,19.34,12.779999999999998
Cayman Islands,2021-02-27,21106,12710,8396,0,559,32.12,19.34,12.779999999999998
Cayman Islands,2021-02-28,21106,12710,8396,0,544,32.12,19.34,12.779999999999998
Cayman Islands,2021-03-01,21106,12710,8396,0,528,32.12,19.34,12.779999999999998
Cayman Islands,2021-03-02,21106,12710,8396,0,512,32.12,19.34,12.779999999999998
Cayman Islands,2021-03-03,24008,12710,11298,0,506,36.53,19.34,17.19
Cayman Islands,2021-03-04,24008,12710,11298,0,598,36.53,19.34,17.19
Cayman Islands,2021-03-05,26580,17702,8878,0,713,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-06,26580,17702,8878,0,754,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-07,26580,17702,8878,0,795,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-08,26580,17702,8878,0,836,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-09,26580,17702,8878,0,877,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-10,26580,17702,8878,0,918,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-11,26580,17702,8878,0,845,40.44,26.94,13.499999999999996
Cayman Islands,2021-03-12,31980,21864,10116,0,771,48.66,33.27,15.389999999999993
Cayman Islands,2021-03-13,31980,21864,10116,0,804,48.66,33.27,15.389999999999993
Cayman Islands,2021-03-14,31980,21864,10116,0,837,48.66,33.27,15.389999999999993
Cayman Islands,2021-03-15,31980,21864,10116,0,870,48.66,33.27,15.389999999999993
Cayman Islands,2021-03-16,35984,24366,11618,0,903,54.75,37.08,17.67
Cayman Islands,2021-03-17,35984,24366,11618,0,958,54.75,37.08,17.67
Cayman Islands,2021-03-18,38304,25957,12347,0,1014,58.28,39.5,18.78
Cayman Islands,2021-03-19,39145,26321,12824,841,1024,59.56,40.05,19.510000000000005
Cayman Islands,2021-03-20,39145,26321,12824,0,976,59.56,40.05,19.510000000000005
Cayman Islands,2021-03-21,39145,26321,12824,0,929,59.56,40.05,19.510000000000005
Cayman Islands,2021-03-22,41155,27611,13544,0,882,62.62,42.01,20.61
Cayman Islands,2021-03-23,41155,27611,13544,0,872,62.62,42.01,20.61
Cayman Islands,2021-03-24,43023,28248,14775,0,840,65.46,42.98,22.479999999999997
Cayman Islands,2021-03-25,44061,28605,15456,1038,822,67.04,43.53,23.510000000000005
Cayman Islands,2021-03-26,44061,28605,15456,0,829,67.04,43.53,23.510000000000005
Cayman Islands,2021-03-27,44061,28605,15456,0,860,67.04,43.53,23.510000000000005
Cayman Islands,2021-03-28,44061,28605,15456,0,890,67.04,43.53,23.510000000000005
Cayman Islands,2021-03-29,47602,29644,17958,0,921,72.43,45.11,27.320000000000007
Cayman Islands,2021-03-30,47602,29644,17958,0,928,72.43,45.11,27.320000000000007
Cayman Islands,2021-03-31,49561,30476,19085,0,934,75.41,46.37,29.04
Cayman Islands,2021-04-01,50763,30607,20156,1202,957,77.24,46.57,30.669999999999995
Cayman Islands,2021-04-02,50763,30607,20156,0,896,77.24,46.57,30.669999999999995
Cayman Islands,2021-04-03,50763,30607,20156,0,834,77.24,46.57,30.669999999999995
Cayman Islands,2021-04-04,50763,30607,20156,0,772,77.24,46.57,30.669999999999995
